textid,words,sylls,ltrvec,perf,isrhymed
249,way day soon afternoon fire wire face grace white light fair there word heard known tone heart smart snow know stir her eyes sighs glad had fro know only lonely come dumb far familiar relate estate revealing healing her messenger eyes skies kind wind mortality felicity heart smart bore more head spread fire higher,ay ay oon oon ire ire ace ace ite ight air ere ord eard own one eart art ow ow ir er eyes ighs ad ad o ow y y ome umb ar iar ate ate ing ing er er eyes ies ind ind y y eart art ore ore ead ead ire er,A A B B C C D D E E F F G H B B I I J J K L M N O O J J P P Q Q F C R R S S L L M T U U P P I I K K O O C L,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 0,1
250,shone gone alone,one one one,A A A,1 1 1,1
251,died graveside ends friends,ied ide ends ends,A A B B,0 0 1 1,1
252,prime wasted carouse time house untasted,ime asted ouse ime ouse asted,A B C A C B,1 0 1 1 1 0,1
253,dear unshard bard bier,ear ard ard ier,A B B C,1 1 1 0,2
254,first reversd hand tanned joy boy departed brokenhearted,irst ersd and anned oy oy arted earted,A B C D E E F G,1 0 1 0 1 1 0 0,0
255,said wed stead,aid ed ead,A A A,1 0 0,1
256,time rhyme alluncomprehending ending read dead,ime yme ing ing ead ead,A A B B C C,1 1 1 1 1 1,1
257,romance cheek unassuaged ignorance generosity speak middleaged she,ance eek uaged ance y eak eaged e,A B C A D B E D,1 1 0 1 1 1 0 0,1
258,watch catch drone there alone wild hair child,atch atch one ere one ild air ild,A A B C B D C D,1 1 1 1 1 1 0 1,1
259,too flowers long crew hours song,oo ers ong ew urs ong,A B C A D C,1 0 1 1 0 1,1
260,general funeral all know ago,al al all ow o,A A A B B,1 1 0 1 1,1
261,bloom room think pink know blow through you sleep deep beneath death know show sweet feet gott hot fresh flesh jews dews gold told blows rose sun done star are coton verboten,oom oom ink ink ow ow ough ou eep eep eath eath ow ow eet eet ott ot esh esh ews ews old old ows ose un one ar are on en,A A B B C C C C D D E E C C F F G H I I J J K K L L M M N N M O,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1,1
262,were grantchester touch such seen green dead head low know lie sky grass pass blur grantchester cool pool tricks styx still mill eye by white night dawn lawn go toe seen dean skies cries rout sleeperout calls falls,ere er ouch uch een een ead ead ow ow ie y ass ass ur er ool ool icks yx ill ill ye y ite ight awn awn o oe een ean ies ies out out alls alls,A A B B C C D D E E F F G G H A I I J K L L F F M M N N E E C C O O P P Q Q,1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0,1
263,train again know go england understand prefer grantchester smile guile south mouth one trumpington dirty thirty parts hearts rhymes crimes believe eve miles smiles wives ives bydam babraham grantchester there skies eyes dream stream creep asleep white night ought thought truth youth old told stir grantchester rotten unforgotten breeze trees stand land dream stream cold silvergold sea madingley born corn cool pool still mill find kind forget yet three tea,ain ain ow o and and er er ile uile outh outh one on y y arts arts es imes ieve eve iles iles ives ives am am er ere ies eyes eam eam eep eep ite ight ought ought uth outh old old ir er en en eeze ees and and eam eam old old ea ey orn orn ool ool ill ill ind ind et yet ee ea,A A B B C C D D E E F F G G H H I I J K L L M M N N O O D P Q R S S T T U U V V W F X X Y D A A Z Z C C S S X X H AA AB AB AC AC E E AD AD AE AE H H,1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 0,1
264,bright night say away,ight ight ay ay,A A B B,1 1 1 1,1
265,white night year dear,ite ight ear ear,A A B B,1 1 1 1,1
266,below know years hears,ow ow ars ars,A A B B,1 1 0 0,1
267,far star,ar ar,A A,1 1,1
268,chaos night shroud cloud light,aos ight oud oud ight,A B C C B,0 1 1 1 1,1
269,englands one wonder thunder sun,ands one er er un,A B C C B,0 1 0 0 0,1
270,heaven discern mystery victory history return,en ern y y y urn,A B C C C B,1 1 1 1 1 0,1
271,gonfalon died strings things kings side,on ied ings ings ings ide,A B C C C B,1 0 0 0 0 0,1
272,coloured bayeux remains danes feigns true,oured eux ins anes igns ue,A B C D E F,0 0 0 0 0 1,0
273,island time tree sea heavily slime,and ime ee ea y ime,A B C C C B,1 1 1 1 0 1,1
274,tale ran hour lower tower man,ale an our er er an,A B C C C B,1 1 1 0 0 1,1
275,hood alive cloud crowd aloud drive,ood ive oud owd oud ive,A B C D C B,1 1 1 0 1 1,1
276,only eyes wreck neck melchizedek dies,y eyes eck eck ek ies,A B C C D E,1 0 1 1 0 0,2
277,you me flaw saw awe sea,ou e aw aw awe ea,A B C C D B,1 1 1 1 0 1,1
278,went moon night fight battleheight ethandune,ent oon ight ight eight une,A B C C C B,1 1 1 1 0 0,1
279,you gone star are war on,ou one ar are ar on,A B C C C B,1 1 1 0 1 0,1
280,are be foam roam home me,are e oam oam ome e,A B C C C B,1 1 1 1 1 1,1
281,lands wide when pen men ride,ands ide en en en ide,A B C C C B,0 1 1 1 1 1,1
282,stars are space grace face star,ars are ace ace ace ar,A B C C C B,0 1 1 1 1 0,1
283,hour home quaint saint faint frome,our ome aint aint aint ome,A B C C C B,1 1 1 1 1 1,1
284,gods pass vale grass,ods ass ale ass,A B C B,0 1 1 1,2
285,gods fill vale hill,ods ill ale ill,A B C B,0 1 1 1,2
286,land gone hills on,and one ills on,A B C B,1 1 0 0,2
287,england know bend end ago,and ow end end o,A B C C B,1 1 1 1 1,1
288,ago today birth earth day,o ay irth earth ay,A B C C B,1 1 1 1 1,1
289,ago free slaves sea,o ee aves ea,A B C B,1 1 0 1,2
290,sky right plunging night,y ight ing ight,A B C B,1 1 1 1,2
291,in gleam rome foam dream,in eam ome oam eam,A B C C B,1 1 1 0 1,1
292,lands plain see horribly rain,ands ain ee y ain,A B C C B,0 1 1 0 1,1
293,arise one brink drink sun,ise one ink ink un,A B C C B,1 1 1 1 0,1
294,lands alone lust dust stone,ands one ust ust one,A B C C B,0 1 1 1 1,1
295,murkily night birds words white,y ight irds ords ite,A B C D B,1 1 0 0 1,2
296,moons foam place race rome,ons oam ace ace ome,A B C C B,0 1 1 1 1,1
297,emperor pope grass hope,or ope ass ope,A B C B,1 1 1 1,2
298,sea land bare air stand,ea and are air and,A B C C B,1 1 1 1 1,1
299,spade wall shield reeled all,ade all ield eeled all,A B C D B,1 1 1 0 1,2
300,sword sea peace cease fleece tree,ord ea eace ease eece ee,A B C C C B,1 1 1 1 0 1,1
301,land chivalry pen men sea,and y en en ea,A B C C B,1 1 1 1 0,1
302,deep fire sin in seamire,eep ire in in ire,A B C C B,1 1 1 1 1,1
303,kings blood trod god wood,ings ood od od ood,A B B B B,0 1 0 0 1,1
304,sea lands eyes hands,ea ands eyes ands,A B C B,1 0 0 0,2
305,sea will night hill,ea ill ight ill,A B C B,1 1 1 1,2
306,earth tall heavens all,earth all ens all,A B C B,1 1 0 1,2
307,woods rose athelney bows,ods ose ey ows,A B C B,0 1 1 1,2
308,left thing athelney king,eft ing ey ing,A B C B,1 1 1 1,2
309,earthquake tree sway away sea,uake ee ay ay ea,A B C C B,0 1 1 1 1,1
310,wessex gore stress less lyonesse more,ex ore ess ess esse ore,A B C C D B,1 1 1 1 0 1,1
311,dragon throne dragon alone,on one on one,A A A A,1 0 1 0,1
312,luck before returns burns more,uck ore urns urns ore,A B C C B,1 1 0 0 1,1
313,alfred rage river age,ed age er age,A B C B,1 1 0 1,2
314,river knee pen men fen sea,er ee en en en ea,A B C C C B,0 1 1 1 1 1,1
315,picture away hall small stall play,ure ay all all all ay,A B C C C B,1 1 1 1 1 1,1
316,manner shell terrible hell,er ell ible ell,A B C B,0 1 0 1,2
317,athelney past creed weed indeed last,ey ast eed eed eed ast,A B C C C B,1 1 1 1 1 1,1
318,grew read glass was grass steed,ew ead ass as ass eed,A B C D C B,1 1 1 1 1 1,1
319,word choose coat news,ord oose oat ews,A B C D,1 1 1 0,0
320,not cast free athelney past,ot ast ee ey ast,A B C D B,1 1 1 1 1,2
321,hung grey feet feet street lay,ung ey eet eet eet ay,A B C C C B,1 1 1 1 1 1,1
322,said king ask thing,aid ing ask ing,A B C B,1 1 1 1,2
323,gates hell barred guard tell,ates ell arred uard ell,A B C D B,0 1 0 0 1,2
324,pitiful know is bliss go,ul ow is iss o,A B C D B,0 1 1 1 1,2
325,queen cast sky high lie last,een ast y igh ie ast,A B C C C B,1 1 1 0 1 1,1
326,up among croft oft aloft song,up ong oft oft oft ong,A B C C C B,1 1 1 1 1 1,1
327,locked gain easily suddenly lane,ocked ain y y ane,A B C C B,0 1 1 1 1,1
328,walks apart kings things heart,alks art ings ings eart,A B C C B,0 1 0 0 1,1
329,gone sun star ajar are one,one un ar ar are one,A A B B B A,1 0 1 1 0 1,1
330,locked gold begin sin win told,ocked old in in in old,A B C C C B,0 1 1 1 1 1,1
331,stars mark christ dark,ars ark ist ark,A B C B,0 1 1 1,2
332,scrolls fame god shame,olls ame od ame,A B C B,0 1 1 1,2
333,things sky strings wings kings die,ings y ings ings ings ie,A B A A A B,0 1 0 0 0 1,1
334,things trees pine wine seas,ings ees ine ine eas,A B C C B,0 1 1 1 1,1
335,christ brave win save,ist ave in ave,A B C B,1 1 1 1,2
336,comfort desire yet higher,ort ire yet er,A B C D,1 1 0 0,0
337,you cope cause hope,ou ope ause ope,A B C B,1 1 1 1,2
338,not he stood hood wood sea,ot e ood ood ood ea,A B C C C B,1 1 1 1 1 1,1
339,men bleak thing king deck,en eak ing ing eck,A B C C B,1 1 1 1 0,1
340,men blind done sun behind,en ind one un ind,A B C C B,1 1 1 0 1,1
341,up shaws giants cause,up aws ants ause,A B C B,1 0 0 0,2
342,bays tree wind sea,ays ee ind ea,A B C B,0 1 1 1,2
343,alemeasures laws giants cause,ures aws ants ause,A B C B,0 0 0 0,2
344,men chaff die lie sky laugh,en aff ie ie y augh,A B C C C B,1 1 1 1 1 1,1
345,men husk sea italy tree usk,en usk ea y ee usk,A B C C C B,1 1 1 0 1 1,1
346,heavily warm ease trees farm,y arm ease ees arm,A B C C B,1 1 1 0 1,1
347,awry bones rust crust thrust stones,y ones ust ust ust ones,A B C C C B,1 0 1 1 1 0,1
348,feasting evermore apart cart heart door,ing ore art art eart oor,A B C C C B,1 1 1 1 1 0,1
349,eldred fill furnace hill,ed ill ace ill,A B C B,1 1 1 1,2
350,wessex deep said ethelred dead sleep,ex eep aid elred ead eep,A B C D C B,1 1 1 0 0 1,1
351,ale slain again gain fail,ale ain ain ain ail,A B B B A,1 1 1 1 1,1
352,prophesy comes things rings plums,y omes ings ings ums,A B C C D,1 0 0 0 0,2
353,drinking blame king thing name,ing ame ing ing ame,A B A A B,1 1 1 1 1,1
354,god doom men den when whom,od oom en en en om,A B C C C B,1 1 1 1 1 0,1
355,god i men fen when why,od i en en en y,A B C C C D,1 0 1 1 1 1,1
356,mary desire get yet higher,y ire et yet er,A B C C D,1 1 1 0 0,2
357,slowly lord mystery sky high sword,y ord y y igh ord,A B A A A B,1 1 1 1 0 1,1
358,up alone shut butt hut stone,up one ut utt ut one,A B C C C B,1 1 1 1 1 1,1
359,fern dusk friends ends sends usk,ern usk ends ends ends usk,A B C C C B,1 1 1 1 1 1,1
360,death doom gone skeleton combe,eath oom one on ombe,A B C C D,1 1 1 0 0,2
361,villa eat fade colonnade street,a eat ade ade eet,A B C C B,0 1 1 1 1,1
362,clustered pines pilgrimage lines,ered ines age ines,A B C B,0 0 1 0,2
363,widened pine italy sign,ened ine y ign,A B C B,0 1 1 1,2
364,hillside plan house man,ide an ouse an,A B C B,1 1 1 1,2
365,eye brow gold told old prow,ye ow old old old ow,A B C C C B,0 1 1 1 1 1,1
366,soldiers line fail ale wine,ers ine ail ale ine,A B C C B,0 1 1 1 1,1
367,plains dome reel squeal steel rome,ins ome eel eal eel ome,A B C C C B,0 1 1 1 1 1,1
368,spear head eye why said,ear ead ye y aid,A B C C D,1 1 0 0 1,2
369,king land old gold wold stand,ing and old old old and,A B C C C B,1 1 1 1 1 1,1
370,god fire yet higher,od ire yet er,A B C D,1 1 0 0,0
371,land crowns dewempearled curled world downs,and owns earled urled orld owns,A B C D D B,1 0 0 0 0 0,1
372,hard far hold wold owsenfold war,ard ar old old old ar,A B C C C B,1 1 1 1 1 1,1
373,bank lines down crown town vines,ank ines own own own ines,A B C C C B,1 0 1 1 1 0,1
374,day alone you true knew stone,ay one ou ue ew one,A B C C C B,1 1 0 0 1 1,1
375,then be spear fear tier tree,en e ear ear ier ee,A B C C D B,1 1 1 1 0 1,1
376,morning on staff laugh calf caerleon,ing on aff augh alf eon,A B C C D E,1 1 1 1 1 0,2
377,land men south mouth den,and en outh outh en,A B C C B,1 1 1 1 1,1
378,shadow trees murmurings kings seas,ow ees ings ings eas,A B C C B,1 1 0 0 1,1
379,ruin gaels ireland wales,uin els and ales,A B C D,0 0 1 0,0
380,folk isle westerly sea smile,olk isle y ea ile,A B C C B,0 0 1 0 1,1
381,cunning makes shapes snakes,ing akes apes akes,A B C B,1 0 0 0,2
382,cunning sharp sword harp,ing arp ord arp,A B C B,1 1 1 1,2
383,ireland mad merry sad,and ad y ad,A B C B,1 1 1 1,2
384,order sign bright night wine,er ign ight ight ine,A B C C B,0 1 1 1 1,1
385,god prayer heart were,od yer eart ere,A B C D,1 0 1 1,0
386,cliffs then beauty men,iffs en y en,A B C B,0 1 1 1,2
387,saddle smile he sea isle,e ile e ea isle,A B A A B,1 1 1 1 0,1
388,ivy lowering wessex king,y ing ex ing,A B C B,1 1 1 1,2
389,answer scorn conquered born,er orn uered orn,A B C B,0 1 0 1,2
390,mother begot uther lancelot,er ot er ot,A B A B,0 1 0 1,1
391,blow rail yokels fail,ow ail els ail,A B C B,1 1 0 1,2
392,railing ire set yet higher,ing ire et yet er,A B C C D,1 1 1 0 0,2
393,tree high rose foes sky,ee igh ose oes y,A A C C A,1 1 1 1 0,1
394,fable dread tales head,able ead ales ead,A B C B,0 1 0 1,2
395,sky him sea seraphim,y im ea im,A B A B,1 1 0 1,1
396,stone have rapidly tree cave,one ave y ee ave,A B C C B,1 1 1 0 1,1
397,twisted flung line wine unstrung,isted ung ine ine ung,A B C C B,0 1 1 1 1,1
398,twilight sword goods woods chord,ight ord ods ods ord,A B C C B,1 1 0 0 1,1
399,flash swarm hills arm,ash arm ills arm,A B C B,1 1 0 1,2
400,vale plains fell hell danes,ale ins ell ell anes,A B A A C,1 0 0 0 0,1
401,army men scorn morn thorn fen,y en orn orn orn en,A B C C C B,1 1 1 1 1 1,1
402,vale wide when then men hillside,ale ide en en en ide,A B C C C B,1 1 1 1 1 1,1
403,down grey weed feed creed away,own ey eed eed eed ay,A B C C C B,1 1 1 1 1 1,1
404,sorrowful grey flash bill hill skill play,ul ey ash ill ill ill ay,A B C D D D B,0 1 1 1 1 1 1,1
405,grass sea fire suddenly,ass ea ire y,A B C B,1 1 1 0,2
406,away fro fire row,ay o ire ow,A B C B,1 1 1 1,2
407,firelight lips cunningly sea ships,ight ips y ea ips,A B C C B,1 0 1 0 0,1
408,guthrum fire king sling string desire,um ire ing ing ing ire,A B C C C B,1 1 1 1 1 1,1
409,army tire aloof proof roof fire,y ire oof oof oof ire,A B C C C B,1 1 1 1 1 1,1
410,tale play high sky die away,ale ay igh y ie ay,A B C C C B,1 1 1 1 1 1,1
411,wessex conqueror played unsaid raid yore,ex or ayed aid aid yore,A B C C C D,1 1 0 0 0 0,1
412,shires fails states gates wales,ires ils ates ates ales,A B C C D,0 0 0 0 0,2
413,heads spears dyke strike mountaineers,ads ars yke ike ers,A B C D E,0 0 0 1 0,0
414,harp king child wild sing,arp ing ild ild ing,A B C C B,1 1 1 1 1,1
415,eagles fly towns skye,agles y owns ye,A B C B,0 1 0 1,2
416,peril things beasts kings,il ings asts ings,A B C B,0 0 0 0,2
417,world joy world toy,orld oy orld oy,A B A B,1 1 1 1,1
418,burgundy tyre moonlight fire,y yre ight ire,A B C D,1 0 1 1,0
419,cup eat ivory street,up eat y eet,A B C B,1 1 1 1,2
420,world thief cloisteryards grief,orld ief ards ief,A B C B,1 1 0 1,2
421,stranger wales braceletgiver river ever fails,er ales er er er ils,A B A A A C,0 0 0 0 0 0,1
422,swordswingers foam women rome,ers oam en ome,A B C B,0 1 1 1,2
423,men smite you height,en ite ou eight,A B C B,1 1 0 0,2
424,little enough string bellowing king rough,e ough ing ing ing ough,A B C C C B,1 1 1 1 1 1,1
425,minstrel ring sword string,el ing ord ing,A B C B,0 1 1 1,2
426,harp five him alive,arp ive im ive,A B C B,1 1 1 1,2
427,folksongs dane flowing allemagne,ongs ane ing agne,A B C D,0 1 1 0,0
428,folksongs tree morning easily,ongs ee ing y,A B C B,0 1 1 0,2
429,womanlike pain beautiful vain,ike ain ul ain,A B C B,1 1 0 1,2
430,beautiful save tears wave,ul ave ars ave,A B C B,0 1 0 1,2
431,forgotten well ago mistletoe snow fell,en ell o oe ow ell,A B C C C B,1 1 1 0 1 1,1
432,heart door menacing spring thing secure,eart oor ing ing ing ure,A B C C C B,1 1 1 1 1 0,1
433,sad stern stones turn,ad ern ones urn,A B C B,1 1 0 0,2
434,sling sight red said bed fight,ing ight ed aid ed ight,A B C C C B,1 1 1 0 1 1,1
435,easily young sods gods unsung,y oung ods ods ung,A B C C B,1 1 0 0 1,1
436,women ale last fail,en ale ast ail,A B C B,1 1 1 1,2
437,gods men still will kill then,ods en ill ill ill en,A B C C C B,0 1 1 1 1 1,1
438,shake rend gods end,ake end ods end,A B C B,1 1 0 1,2
439,man shakes pull beautiful breaks,an akes ull ul aks,A B C C D,1 0 1 0 0,2
440,sea ships nods rods gods eclipse,ea ips ods ods ods ipse,A B C C C B,1 0 0 0 0 0,1
441,sea tower riven heaven hour,ea er en en our,A B C C B,1 0 1 1 1,1
442,town seven mind behind find heaven,own en ind ind ind en,A B C C C B,1 1 1 1 1 1,1
443,young you old true,oung ou old ue,A B C B,1 1 1 0,2
444,smiled clerk books dark,iled erk oks ark,A B C D,0 0 0 1,0
445,ogier rend good end,ier end ood end,A B C B,0 1 1 1,2
446,wearily danes day plains,y anes ay ins,A B C D,1 0 1 0,0
447,returning mire heavens fire,ing ire ens ire,A B C B,1 1 0 1,2
448,go sat youth truth thereat,o at outh uth eat,A B C D E,1 1 1 0 1,0
449,written clods hope gods,en ods ope ods,A B C B,1 0 1 0,2
450,matter tell heard bird shell,er ell eard ird ell,A B C D B,0 1 1 1 1,2
451,ignorant apart dead head heart,ant art ead ead eart,A B C C B,1 1 1 1 1,1
452,weeping sky flower die,ing y er ie,A B C B,1 1 0 1,2
453,sweet curled bitter world,eet urled er orld,A B C B,1 0 0 0,2
454,roses heath sea death,es eath ea eath,A B C B,0 1 1 1,2
455,battle men by die mystery then,e en y ie y en,A B A A A B,1 1 0 0 0 1,1
456,cup crown battle down,up own e own,A B C B,1 1 1 1,2
457,king vain power dower hour again,ing ain er er our ain,A B C C C B,1 1 0 0 1 1,1
458,thoughtfully lyre trees knees ire,y yre ees ees ire,A B C C B,1 0 1 1 1,1
459,high barred spark hard,igh arred ark ard,A B C B,1 0 1 0,2
460,garden sword knight lord,en ord ight ord,A B C B,1 1 1 1,2
461,him fell necks hell,im ell ecks ell,A B C B,1 1 0 1,2
462,world rods adam gods,orld ods am ods,A B C B,1 0 1 0,2
463,given led throne dead,en ed one ead,A B C B,1 1 1 1,2
464,man home clay rome,an ome ay ome,A B C B,1 1 1 1,2
465,earl men folk yoke smoke then,earl en olk yoke oke en,A B C D D B,1 1 0 0 1 1,1
466,shadow name fly sky victory shame,ow ame y y y ame,A B C C C B,1 1 1 1 1 1,1
467,man hillside run ride,an ide un ide,A B C B,1 1 1 1,2
468,you vain lose again,ou ain ose ain,A B C B,1 1 1 1,2
469,saddle king fame shame name sing,e ing ame ame ame ing,A B C C C B,1 1 1 1 1 1,1
470,snow therein flames within,ow ein ames in,A B C D,1 1 0 1,0
471,dumb ceaselessly joy misery,umb y oy y,A B C B,0 1 1 1,2
472,only fen pass grass men,y en ass ass en,A B C C B,1 1 1 1 1,1
473,gods pass vale fail grass,ods ass ale ail ass,A B C C B,0 1 1 1 1,1
474,you kings fen ten men things,ou ings en en en ings,A B C C C B,1 0 1 1 1 0,1
475,creation know band hand stand grow,ion ow and and and ow,A B C C C B,0 1 1 1 1 1,1
